product_id,ASIN,product_name,category,subcategory,brand,base_price,prime_price,rating,review_count,stock_level,prime_eligible,amazon_choice,best_seller,fulfilled_by_amazon,streaming_quality,included_with_prime,warranty_months,alexa_compatible,perishable,whole_foods_product
B62773241,A32030475,Kim-Wells Reduce R606,Amazon Basics,Office Products,Kim-Wells,126.54,126.54,4.9,3415,826,True,False,False,True,,,,,,
B14593488,A55138444,Amazon Basics Positive I228,Electronics,Computers,Amazon Basics,197.82,197.82,4.8,7766,871,True,False,False,True,,,12.0,False,,
B29294910,A19094144,"Fox, Air K468",Amazon Fresh,Whole Foods,"Fox,",127.55,127.55,3.8,4739,976,False,False,False,False,,,,,True,False
B95190909,A93285957,Amazon Basics Camera C537,Electronics,Gaming,Amazon Basics,1206.77,1086.09,3.5,5696,419,True,False,False,True,,,12.0,True,,
B77873917,A39924432,Amazon Essentials Two F600,Amazon Fresh,Snacks,Amazon Essentials,119.71,119.71,3.6,5266,194,True,False,False,True,,,,,False,True
B37133833,A49649474,Duke-Hammond Several L884,Fashion,Luxury Stores,Duke-Hammond,212.45,212.45,3.8,2086,866,True,False,False,True,,,,,,
B59733096,A71363978,Amazon Basics Boy M350,Fashion,Jewelry,Amazon Basics,318.03,318.03,4.8,1468,737,True,True,False,True,,,,,,
B94049607,A31920557,Amazon Essentials Subject Q615,Fashion,Luxury Stores,Amazon Essentials,80.22,72.2,3.6,8144,632,False,False,False,True,,,,,,
B33782455,A60167856,Amazon Essentials Learn V401,Electronics,Gaming,Amazon Essentials,1197.46,1077.71,4.9,9942,270,True,False,False,True,,,24.0,True,,
B13244423,A74403494,Amazon Essentials Small A862,Amazon Basics,Pet Supplies,Amazon Essentials,98.59,88.73,4.0,8963,504,False,False,False,True,,,,,,
B49443492,A84050424,Amazon Essentials Magazine C917,Amazon Fresh,Whole Foods,Amazon Essentials,46.74,46.74,4.9,5131,593,True,False,False,True,,,,,True,False
B28337458,A24695072,Amazon Basics Write B932,Amazon Basics,Electronics,Amazon Basics,76.47,68.82,4.1,3065,702,True,False,False,True,,,,,,
B53573264,A51455099,Amazon Essentials Religious T826,Home & Kitchen,Furniture,Amazon Essentials,572.6,515.34,3.6,1830,981,True,False,False,True,,,,,,
B80569673,A69502808,Amazon Essentials Agreement D722,Amazon Fresh,Pantry,Amazon Essentials,125.24,125.24,4.8,2889,633,True,False,False,True,,,,,True,False
B19901664,A69792724,Amazon Essentials New M198,Books & Kindle,Paperbacks,Amazon Essentials,21.16,21.16,4.5,786,853,True,False,False,True,,,,,,
B53262740,A87872221,Amazon Essentials Old Z273,Books & Kindle,Paperbacks,Amazon Essentials,77.86,70.07,4.4,7844,526,True,False,True,True,,,,,,
B57145636,A57926701,Amazon Essentials Man F763,Amazon Basics,Home Essentials,Amazon Essentials,69.68,69.68,4.3,1420,170,True,False,False,True,,,,,,
B65661135,A80645788,Amazon Essentials Significant E272,Fashion,Athletic Wear,Amazon Essentials,290.1,261.09,3.7,2421,224,True,False,False,False,,,,,,
B67679062,A87973216,Cruz Reveal L157,Electronics,Gaming,Cruz,230.44,230.44,4.0,2171,879,True,False,False,True,,,36.0,False,,
B90574506,A98837652,Amazon Essentials Speech G293,Amazon Fresh,Snacks,Amazon Essentials,98.37,88.53,4.4,518,276,True,False,False,False,,,,,True,False
B81667994,A51490124,Amazon Basics President M144,Home & Kitchen,Storage,Amazon Basics,680.55,680.55,4.8,3368,272,True,False,False,True,,,,,,
B75746191,A74405090,Amazon Basics Manager C984,Amazon Fresh,Whole Foods,Amazon Basics,165.9,165.9,5.0,5901,690,False,False,False,True,,,,,True,True
B21699239,A17753510,Amazon Essentials Body H544,Amazon Fresh,Snacks,Amazon Essentials,149.31,149.31,3.8,727,562,True,False,False,True,,,,,True,False
B83662388,A41402101,"Taylor, Bed K216",Prime Video,Kids,"Taylor,",8.06,8.06,3.5,7437,142,True,False,False,True,SD,True,,,,
B11934981,A32437788,"Allen, Economic E242",Amazon Basics,Electronics,"Allen,",73.52,73.52,3.6,4728,458,True,False,False,True,,,,,,
B50345987,A93504527,Amazon Basics Executive D168,Home & Kitchen,Smart Home,Amazon Basics,938.41,938.41,4.1,2903,707,False,False,False,True,,,,,,
B21140556,A75063793,Amazon Basics Set Z506,Books & Kindle,Prime Reading,Amazon Basics,19.9,19.9,4.7,5822,555,True,False,False,False,,,,,,
B18634911,A34666070,"Russell, Mission H612",Amazon Basics,Fitness,"Russell,",82.84,82.84,4.8,4753,866,True,False,False,True,,,,,,
B73112330,A82321694,Amazon Essentials Popular I115,Prime Video,Kids,Amazon Essentials,29.31,29.31,4.4,3506,162,True,False,False,True,SD,True,,,,
B46491149,A63930500,Amazon Basics Pull N765,Amazon Basics,Home Essentials,Amazon Basics,113.99,113.99,4.7,4496,939,True,False,False,False,,,,,,
B91467539,A47761751,Amazon Basics Speak B294,Fashion,Jewelry,Amazon Basics,382.63,382.63,4.0,3898,656,True,False,True,False,,,,,,
B42319759,A98835009,Amazon Basics Rest S870,Prime Video,TV Shows,Amazon Basics,2.1,2.1,3.9,2662,196,True,False,False,True,HD,False,,,,
B29556166,A80802645,Amazon Basics Huge D415,Home & Kitchen,Furniture,Amazon Basics,605.66,605.66,4.4,4717,287,False,False,False,True,,,,,,
B65046552,A83234975,Nelson Task T982,Fashion,Shoes,Nelson,398.8,358.92,3.9,4773,63,True,False,False,True,,,,,,
B90569929,A41650501,Amazon Essentials Catch W425,Books & Kindle,Paperbacks,Amazon Essentials,5.74,5.74,4.8,2939,970,True,True,False,False,,,,,,
B47181168,A18246211,Amazon Basics Model Z762,Amazon Basics,Office Products,Amazon Basics,26.49,26.49,3.6,4046,246,True,False,False,True,,,,,,
B68278314,A85955881,Jones Word Y965,Fashion,Luxury Stores,Jones,378.65,378.65,4.5,9173,6,True,False,False,True,,,,,,
B25798989,A62805188,Myers Husband Y126,Books & Kindle,Paperbacks,Myers,45.54,45.54,4.9,244,998,True,False,False,False,,,,,,
B90249354,A29785533,Amazon Essentials Accept U299,Home & Kitchen,Storage,Amazon Essentials,831.9,831.9,3.9,984,996,True,False,False,True,,,,,,
B68623318,A85241267,Obrien-Spencer Remain T422,Home & Kitchen,Smart Home,Obrien-Spencer,669.67,669.67,4.9,6901,719,True,False,False,False,,,,,,
B29945232,A35742301,Amazon Essentials Act T832,Home & Kitchen,Kitchen & Dining,Amazon Essentials,442.27,442.27,3.6,4663,891,True,False,False,False,,,,,,
B59467289,A60433568,Amazon Essentials Win J678,Books & Kindle,Kindle eBooks,Amazon Essentials,10.12,10.12,4.5,5313,118,True,False,False,False,,,,,,
B33023516,A18499879,Amazon Basics Good O935,Amazon Basics,Pet Supplies,Amazon Basics,101.51,101.51,3.8,2546,480,True,False,True,False,,,,,,
B99020065,A50465793,Henderson-Diaz Whom Q945,Electronics,Smart Home,Henderson-Diaz,119.25,119.25,4.0,1307,45,True,False,False,True,,,36.0,False,,
B13226989,A72980726,Amazon Essentials Around K911,Fashion,Luxury Stores,Amazon Essentials,258.17,258.17,4.0,614,397,True,False,False,True,,,,,,
B92993078,A69228238,"Miller, Rich W145",Amazon Basics,Electronics,"Miller,",9.19,9.19,3.8,4479,951,False,False,False,True,,,,,,
B84961262,A96347142,Amazon Essentials Those H691,Amazon Basics,Office Products,Amazon Essentials,53.11,53.11,4.7,7126,561,True,False,False,True,,,,,,
B11887366,A31981411,"Rogers, Cost B988",Books & Kindle,Audiobooks,"Rogers,",2.99,2.99,4.0,1663,181,True,False,False,True,,,,,,
B54710910,A98066218,Amazon Essentials Production H249,Amazon Fresh,Whole Foods,Amazon Essentials,124.32,111.89,4.9,1125,745,True,False,False,True,,,,,True,False
B37868394,A66030000,Rivera-Dickson Cell M858,Prime Video,Prime Originals,Rivera-Dickson,9.91,8.92,4.0,2388,106,True,False,False,False,SD,False,,,,
B63844711,A85611035,Cowan No Z396,Books & Kindle,Audiobooks,Cowan,63.45,63.45,3.6,6510,782,False,False,False,True,,,,,,
B72410643,A12449118,Amazon Basics Create E443,Amazon Basics,Electronics,Amazon Basics,62.18,62.18,4.3,2037,484,True,False,False,False,,,,,,
B24142962,A60793922,Amazon Essentials Tonight E476,Home & Kitchen,Furniture,Amazon Essentials,967.56,967.56,4.3,6738,837,True,False,False,False,,,,,,
B87996025,A23799103,Amazon Essentials Top W834,Amazon Fresh,Fresh Produce,Amazon Essentials,124.37,124.37,4.9,8691,599,True,False,False,True,,,,,True,False
B22085576,A13274132,Amazon Basics Return O685,Home & Kitchen,Bedding,Amazon Basics,152.8,152.8,4.4,4508,352,True,False,False,True,,,,,,
B12811170,A67475267,Davis Nice Z755,Electronics,Phones & Accessories,Davis,228.08,228.08,4.1,6274,115,True,False,False,True,,,36.0,False,,
B89391944,A31716011,Amazon Essentials Must Q286,Prime Video,Movies,Amazon Essentials,6.74,6.07,4.1,3436,299,True,False,False,True,4K,True,,,,
B54993464,A82144127,Amazon Essentials Culture Z925,Amazon Fresh,Pantry,Amazon Essentials,168.22,168.22,4.6,1437,953,True,True,False,False,,,,,True,False
B71259254,A13077798,Amazon Essentials Economy K618,Prime Video,Documentary,Amazon Essentials,9.97,8.97,4.0,2278,895,True,False,False,True,HD,True,,,,
B19814440,A17384735,Mosley-Campbell Wall R416,Books & Kindle,Audiobooks,Mosley-Campbell,42.98,38.68,3.8,3520,357,True,False,False,True,,,,,,
B63523328,A72879278,"Shaw, Glass L591",Electronics,Phones & Accessories,"Shaw,",1130.75,1130.75,4.2,3244,304,True,False,False,True,,,36.0,False,,
B15548040,A91362880,"Bailey, Letter J873",Amazon Fresh,Whole Foods,"Bailey,",173.66,173.66,4.7,1372,938,True,False,False,True,,,,,True,False
B99120706,A18432305,Amazon Basics Speech J375,Books & Kindle,Textbooks,Amazon Basics,68.74,61.87,3.5,2065,477,True,False,False,True,,,,,,
B29170491,A15553477,Amazon Essentials Else F157,Prime Video,Documentary,Amazon Essentials,16.73,15.06,4.8,5964,135,True,False,False,True,4K,False,,,,
B21960627,A92814635,Amazon Basics They O256,Electronics,Phones & Accessories,Amazon Basics,1463.1,1463.1,4.1,6272,745,True,False,False,True,,,12.0,False,,
B26362204,A58002272,Amazon Basics Point Q357,Amazon Fresh,Whole Foods,Amazon Basics,175.42,175.42,4.0,5295,661,True,False,False,True,,,,,True,True
B30172040,A24238542,Amazon Essentials Various Q111,Electronics,Gaming,Amazon Essentials,1278.5,1278.5,4.3,8933,814,True,False,False,True,,,12.0,False,,
B31104181,A62714712,Amazon Basics Item R612,Books & Kindle,Audiobooks,Amazon Basics,99.97,99.97,4.0,9120,626,True,False,False,False,,,,,,
B29136386,A31261820,Amazon Basics Enough G636,Prime Video,Movies,Amazon Basics,14.53,13.08,4.2,4000,388,True,False,False,False,HD,True,,,,
B31754803,A34915221,Amazon Basics Small U540,Home & Kitchen,Bedding,Amazon Basics,377.63,377.63,4.0,1190,653,True,False,False,True,,,,,,
B91501576,A37394680,Amazon Basics Bill F498,Books & Kindle,Prime Reading,Amazon Basics,93.16,83.84,4.9,3863,43,True,False,False,False,,,,,,
B85346508,A24317640,Lambert-Underwood Road B158,Prime Video,Movies,Lambert-Underwood,28.64,28.64,4.8,7881,111,True,True,True,False,HD,False,,,,
B63065473,A90050909,Amazon Basics These R762,Fashion,Jewelry,Amazon Basics,348.19,348.19,4.3,7052,135,True,False,False,True,,,,,,
B56123481,A73282139,Amazon Essentials Matter X129,Electronics,Amazon Devices,Amazon Essentials,1593.11,1593.11,3.7,8263,694,True,False,False,True,,,36.0,True,,
B28641312,A49174291,Amazon Essentials Where O167,Prime Video,TV Shows,Amazon Essentials,17.37,15.63,4.3,5892,435,True,True,False,False,SD,True,,,,
B12953465,A97357893,Mills Method M882,Home & Kitchen,Bedding,Mills,344.62,310.16,3.6,9454,18,True,False,False,False,,,,,,
B53389924,A95814642,Amazon Essentials Site M839,Fashion,Jewelry,Amazon Essentials,20.67,18.6,4.8,9084,586,True,False,False,True,,,,,,
B47343587,A92981277,Clarke-Curry Officer W777,Home & Kitchen,Kitchen & Dining,Clarke-Curry,411.24,370.12,4.9,2596,953,True,False,False,False,,,,,,
B95470235,A99949087,Amazon Basics Meet I827,Electronics,Gaming,Amazon Basics,1045.56,1045.56,4.5,7200,957,True,False,False,True,,,24.0,False,,
B96443228,A29872062,Amazon Basics Decision V404,Books & Kindle,Paperbacks,Amazon Basics,26.14,26.14,4.3,850,700,True,False,False,False,,,,,,
B65651731,A26383854,Amazon Essentials Activity Z369,Books & Kindle,Audiobooks,Amazon Essentials,46.52,46.52,3.7,3587,377,False,False,False,False,,,,,,
B30003889,A12285578,Amazon Basics Should H627,Amazon Basics,Home Essentials,Amazon Basics,79.54,79.54,4.3,389,904,True,False,False,True,,,,,,
B63687890,A87560569,Amazon Essentials Once E588,Electronics,Gaming,Amazon Essentials,1959.76,1959.76,4.5,6085,507,True,False,False,True,,,12.0,False,,
B48602622,A43318676,Amazon Basics American W209,Prime Video,Kids,Amazon Basics,24.81,22.33,4.2,302,617,False,False,False,True,4K,True,,,,
B47742932,A52328771,Amazon Basics Event B922,Electronics,Gaming,Amazon Basics,811.94,730.75,4.4,7311,512,True,False,False,True,,,12.0,True,,
B62691133,A55372862,"Castro, Customer C463",Amazon Basics,Electronics,"Castro,",143.2,143.2,4.7,1736,472,True,False,False,True,,,,,,
B55930117,A55667370,Amazon Basics Once C200,Home & Kitchen,Bedding,Amazon Basics,940.57,940.57,4.7,740,758,True,False,False,True,,,,,,
B99779601,A38237501,Amazon Essentials Data I456,Amazon Basics,Pet Supplies,Amazon Essentials,110.37,110.37,4.3,10,162,True,False,False,True,,,,,,
B56436820,A62904230,Amazon Basics Reflect U789,Amazon Fresh,Whole Foods,Amazon Basics,29.22,26.3,4.6,439,443,True,False,False,True,,,,,False,False
B70075926,A30921408,Hodge Blood Y296,Amazon Fresh,Meat & Seafood,Hodge,163.52,163.52,4.3,3017,610,True,False,False,True,,,,,False,False
B16634273,A70650259,Amazon Essentials Computer N480,Prime Video,Movies,Amazon Essentials,5.51,5.51,4.2,7150,817,False,False,False,False,HD,True,,,,
B56119290,A87499148,Amazon Basics Here W628,Fashion,Athletic Wear,Amazon Basics,200.67,200.67,4.5,1812,833,True,False,False,True,,,,,,
B72110649,A64670286,Amazon Basics Agreement H517,Prime Video,Prime Originals,Amazon Basics,21.06,21.06,3.7,9715,617,True,False,False,False,HD,True,,,,
B31798559,A40971302,Burns-Bennett Write L476,Prime Video,Prime Originals,Burns-Bennett,14.15,14.15,4.5,7748,889,True,False,False,True,4K,False,,,,
B88754836,A17834958,Amazon Essentials Fight T281,Electronics,Smart Home,Amazon Essentials,570.78,570.78,4.5,1525,109,True,False,False,False,,,12.0,True,,
B57861512,A93227999,Amazon Basics Which K497,Amazon Basics,Pet Supplies,Amazon Basics,130.85,130.85,4.7,9905,171,True,False,False,False,,,,,,
B96289835,A16076279,"Coffey, Stop I754",Home & Kitchen,Smart Home,"Coffey,",389.51,389.51,3.6,3589,984,True,False,False,True,,,,,,
B39003727,A59709993,Amazon Basics Near E277,Amazon Basics,Office Products,Amazon Basics,27.75,27.75,3.7,5321,481,True,False,False,False,,,,,,
B83485881,A38329861,Amazon Essentials Onto S919,Amazon Basics,Home Essentials,Amazon Essentials,49.4,49.4,3.9,1136,789,True,False,False,False,,,,,,
B58165282,A37530842,Collins-Adams Bar O613,Books & Kindle,Prime Reading,Collins-Adams,26.84,26.84,4.3,7509,156,True,False,False,False,,,,,,
B28315357,A62764815,Amazon Basics Lay F469,Amazon Basics,Fitness,Amazon Basics,141.93,127.74,4.8,4737,382,True,False,False,True,,,,,,
B63395682,A98593091,Amazon Basics Night O793,Books & Kindle,Kindle eBooks,Amazon Basics,59.53,53.58,4.9,6772,723,True,False,False,True,,,,,,
B20389061,A87647216,Amazon Essentials Alone I277,Electronics,Gaming,Amazon Essentials,306.29,275.66,4.2,6965,193,True,False,False,True,,,36.0,True,,
B37900037,A99679663,"Herrera, Debate I782",Fashion,Jewelry,"Herrera,",23.69,21.32,4.6,3487,863,True,False,False,False,,,,,,
B20297149,A95041668,Ross-Pollard Series I137,Amazon Basics,Pet Supplies,Ross-Pollard,106.58,95.92,4.9,7941,435,True,False,False,False,,,,,,
B79599254,A45512497,Amazon Basics Number G263,Books & Kindle,Kindle eBooks,Amazon Basics,20.32,20.32,4.1,1815,683,False,False,True,True,,,,,,
B99207220,A72348459,Amazon Essentials Exactly G877,Books & Kindle,Kindle eBooks,Amazon Essentials,74.51,74.51,4.3,8496,880,True,False,False,False,,,,,,
B72151152,A39761413,"Simmons, Father Q569",Amazon Basics,Home Essentials,"Simmons,",51.84,46.66,4.8,8308,781,True,False,False,False,,,,,,
B15630160,A73111643,Amazon Essentials Notice U693,Amazon Fresh,Whole Foods,Amazon Essentials,16.26,16.26,3.6,9031,727,True,True,False,True,,,,,True,True
B54685005,A46208873,Amazon Essentials Door C861,Prime Video,Movies,Amazon Essentials,10.6,10.6,4.9,5317,610,True,False,False,True,SD,False,,,,
B51844340,A90520884,Amazon Essentials Believe O829,Home & Kitchen,Kitchen & Dining,Amazon Essentials,525.25,525.25,4.8,9485,440,True,False,False,True,,,,,,
B37780681,A21223582,Amazon Essentials Nearly K626,Electronics,Phones & Accessories,Amazon Essentials,619.06,619.06,3.9,2906,181,False,False,False,True,,,36.0,False,,
B86571699,A40391454,"Marks, Walk K844",Books & Kindle,Paperbacks,"Marks,",52.93,52.93,5.0,4208,32,True,False,False,False,,,,,,
B64296856,A54979087,Lambert Plant F468,Fashion,Jewelry,Lambert,315.36,283.82,3.9,9713,617,True,False,False,True,,,,,,
B90708530,A83262443,Amazon Essentials Interview K316,Prime Video,Prime Originals,Amazon Essentials,20.67,20.67,4.6,5236,777,True,False,False,False,4K,True,,,,
B18455633,A52788690,Amazon Basics Condition G447,Electronics,Smart Home,Amazon Basics,1080.87,1080.87,4.6,9398,977,True,False,False,False,,,24.0,True,,
B89375879,A35246446,Amazon Essentials High Q896,Prime Video,Documentary,Amazon Essentials,20.84,20.84,3.9,1522,664,False,False,False,False,4K,True,,,,
B65858654,A12604762,Amazon Basics Decide V557,Fashion,Athletic Wear,Amazon Basics,174.03,174.03,5.0,1998,94,True,False,False,True,,,,,,
B15734663,A84596081,Amazon Basics Information S356,Amazon Basics,Office Products,Amazon Basics,61.25,55.12,4.2,7836,860,False,False,False,True,,,,,,
B23955655,A45988277,Amazon Essentials Affect P405,Books & Kindle,Audiobooks,Amazon Essentials,1.3,1.3,3.6,5938,54,True,False,False,True,,,,,,
B14068853,A35077667,King-Floyd Room U283,Amazon Fresh,Snacks,King-Floyd,157.8,157.8,3.9,7720,578,True,False,False,False,,,,,False,True
B58966289,A62786870,Amazon Essentials Simply S312,Fashion,Jewelry,Amazon Essentials,226.98,226.98,4.5,3082,53,True,False,False,True,,,,,,
B34525926,A74645521,Wolfe-Mitchell Paper M235,Amazon Basics,Electronics,Wolfe-Mitchell,126.56,126.56,5.0,193,251,False,False,False,False,,,,,,
B46476467,A84463153,Amazon Essentials Difficult S101,Amazon Fresh,Whole Foods,Amazon Essentials,57.39,57.39,4.4,1947,381,False,False,False,False,,,,,True,False
