user_id,age,gender,location,is_prime_member,prime_membership_years,amazon_household,has_amazon_credit_card,preferred_categories,account_creation_date,prime_benefits_used,average_annual_spend,has_alexa_device,has_kindle,subscribe_and_save
4baa68df-ab36-4cd0-9a03-b77e2bf42ccb,58,M,Lake Sarahmouth,False,0,False,False,"['Electronics', 'Books & Kindle', 'Home & Kitchen']",2018-05-03,[],4758,False,False,False
670465d7-fb8c-47f7-86f3-cbf0bbbbd834,24,M,Weaverport,True,5,True,False,"['Prime Video', 'Amazon Fresh', 'Electronics', 'Fashion']",2021-11-18,"['Amazon Fresh', 'Prime Music']",541,False,False,False
8f60bf71-ddfa-4e6d-9e56-29dfaada74ac,57,F,Delgadoburgh,True,1,False,False,"['Home & Kitchen', 'Amazon Fresh']",2019-12-21,"['Prime Music', 'Prime Video', 'Prime Gaming', 'Amazon Fresh', 'Free Two-Day Shipping']",3389,False,False,True
3c709928-b9bd-4c53-bc5a-73f4ead10b77,45,M,Lake Alexis,False,0,True,False,"['Amazon Fresh', 'Electronics', 'Amazon Basics', 'Books & Kindle']",2023-01-08,[],1840,True,False,True
cda84c9e-d8df-4f96-982c-6c1d4dd910d9,35,F,Amandabury,True,8,False,False,"['Home & Kitchen', 'Prime Video', 'Electronics', 'Fashion']",2024-08-17,"['Amazon Fresh', 'Prime Music', 'Prime Reading', 'Prime Video']",1260,False,True,False
2dfbc004-4f7b-4082-9d2c-07ce4410a4a1,63,F,Montoyaview,True,8,False,False,"['Home & Kitchen', 'Amazon Basics', 'Electronics']",2024-06-07,"['Prime Gaming', 'Prime Reading', 'Free Two-Day Shipping', 'Prime Video', 'Prime Music']",2076,False,False,False
cec8dceb-7114-42f4-8cb8-aae30d3466bf,59,Other,New Justin,False,0,False,False,"['Prime Video', 'Fashion', 'Home & Kitchen', 'Electronics']",2020-12-19,[],2240,False,False,True
3e0097f8-fb4f-42e8-b376-d3b7d643e561,32,Other,East Matthew,True,3,False,True,"['Prime Video', 'Amazon Basics', 'Electronics', 'Amazon Fresh']",2019-10-08,"['Free Two-Day Shipping', 'Amazon Fresh', 'Prime Reading', 'Prime Video']",4100,True,True,False
b8f15143-8d3a-4d6b-9832-2b21895d0ad0,29,Other,South Robertfurt,True,1,False,True,"['Home & Kitchen', 'Amazon Basics', 'Prime Video', 'Electronics']",2019-10-01,"['Prime Reading', 'Prime Gaming', 'Prime Video', 'Free Two-Day Shipping']",3902,False,False,False
ed279fa3-7dbd-418a-bc1d-1308e5e3714e,56,F,West Krystalton,True,3,False,False,"['Home & Kitchen', 'Books & Kindle', 'Fashion', 'Amazon Basics']",2024-12-01,"['Prime Video', 'Prime Reading']",693,False,False,False
658ce90e-2f47-4622-8725-2f855d06c8ec,49,Other,Port Steven,True,8,True,False,"['Home & Kitchen', 'Books & Kindle', 'Amazon Fresh']",2022-08-25,"['Prime Music', 'Prime Video', 'Free Two-Day Shipping', 'Prime Gaming', 'Prime Reading', 'Amazon Fresh']",3637,True,False,True
7e5c22b6-ae51-4552-bd30-7eaeba93d0af,38,M,Owenstad,True,1,False,False,"['Amazon Basics', 'Books & Kindle', 'Prime Video', 'Fashion']",2018-05-05,"['Prime Music', 'Free Two-Day Shipping', 'Prime Reading']",1301,False,False,True
53541e51-ece9-4705-8322-c64bef33bc08,65,Other,New Lee,False,0,True,False,"['Amazon Basics', 'Books & Kindle', 'Electronics', 'Prime Video']",2019-01-21,[],4663,True,True,True
e865467d-5299-4e2d-a814-b427b51db0b4,69,F,Lake Ricky,True,8,False,True,"['Electronics', 'Amazon Basics']",2023-09-06,"['Prime Music', 'Amazon Fresh']",3448,True,True,False
f5b26ee6-1036-4561-b5d4-e557d1466d0d,33,Other,Jeffland,True,7,False,True,"['Prime Video', 'Amazon Basics', 'Fashion']",2019-09-10,"['Prime Music', 'Prime Video']",1517,False,True,True
07f56f87-1944-407f-a80c-487809d65537,60,F,Teresahaven,True,7,False,False,"['Electronics', 'Fashion']",2022-05-24,"['Prime Music', 'Amazon Fresh', 'Prime Video', 'Prime Reading', 'Free Two-Day Shipping', 'Prime Gaming']",2411,False,False,False
f9fc8e06-6b87-411f-9547-54dc503ba409,57,F,New Ericton,True,1,False,False,"['Books & Kindle', 'Electronics']",2019-05-29,"['Free Two-Day Shipping', 'Prime Music', 'Prime Gaming', 'Prime Reading', 'Amazon Fresh', 'Prime Video']",3360,False,False,False
da73ad93-a49b-4757-8113-6466c95ac04d,20,M,Shannonfort,True,6,False,False,"['Books & Kindle', 'Home & Kitchen', 'Prime Video']",2023-08-26,"['Free Two-Day Shipping', 'Prime Reading', 'Prime Gaming']",2940,False,False,False
6341890f-c40d-4a4f-baae-e6e0cc2c965b,58,F,Sallymouth,True,1,False,False,"['Amazon Basics', 'Home & Kitchen']",2022-09-21,"['Prime Gaming', 'Amazon Fresh', 'Prime Music', 'Prime Reading', 'Prime Video', 'Free Two-Day Shipping']",231,True,False,True
341c786d-e5ac-4058-a2ed-fc3852a1e52c,62,F,North Jennifermouth,False,0,False,False,"['Prime Video', 'Fashion', 'Books & Kindle']",2022-07-24,[],3266,False,False,False
1cb6dbb4-c6e0-4ad8-80f3-70b9fb992e47,55,F,Michaeltown,True,4,False,False,"['Books & Kindle', 'Home & Kitchen']",2019-04-18,"['Prime Reading', 'Prime Music']",1161,False,False,True
bb5c55ea-34e6-4101-9394-dafa46c706e3,29,M,West Alexander,False,0,False,False,"['Home & Kitchen', 'Amazon Basics']",2021-08-30,[],4674,False,True,False
586d8d54-9c7c-421c-9c2a-32c748e3b752,18,M,Jasonview,True,8,False,False,"['Electronics', 'Home & Kitchen']",2019-06-19,"['Prime Reading', 'Free Two-Day Shipping', 'Prime Video']",3216,True,False,False
713af789-423e-4d39-98e5-df255e8d5758,20,F,Crystalhaven,True,7,False,True,"['Amazon Basics', 'Home & Kitchen', 'Electronics']",2022-04-15,"['Amazon Fresh', 'Prime Gaming']",4019,True,True,True
63ba280e-0b6d-4389-8d99-c6d58c5c1ab0,43,Other,Suzanneshire,False,0,True,True,"['Books & Kindle', 'Amazon Fresh']",2018-02-28,[],4024,True,False,False
98f1e7fd-5ef3-4d4f-8e80-c3c182aa0ba6,40,M,East Coltonland,False,0,False,True,"['Books & Kindle', 'Amazon Basics']",2020-05-08,[],4323,False,False,False
cc804dce-6106-45cd-b357-7db5f1259c5d,25,Other,West Williamhaven,False,0,True,False,"['Amazon Fresh', 'Electronics', 'Amazon Basics', 'Home & Kitchen']",2023-10-13,[],1267,False,False,False
e5c7c4bb-4df7-4a11-8333-09b02e6527b3,68,Other,Kelleyview,True,0,False,False,"['Books & Kindle', 'Prime Video', 'Amazon Basics']",2018-11-29,"['Prime Gaming', 'Free Two-Day Shipping', 'Prime Reading', 'Prime Video']",535,True,False,False
d6e95e59-41a6-40d2-a954-c74bb3318558,21,F,New Kristy,True,7,False,False,"['Amazon Fresh', 'Fashion', 'Prime Video', 'Books & Kindle']",2020-12-14,"['Amazon Fresh', 'Free Two-Day Shipping', 'Prime Video']",1917,False,False,False
df1b5210-dbf0-4f3d-93c5-f52b976dcb1e,36,F,Jennifertown,True,1,True,False,"['Amazon Fresh', 'Prime Video']",2022-10-17,"['Free Two-Day Shipping', 'Amazon Fresh', 'Prime Gaming', 'Prime Reading', 'Prime Video']",3705,False,False,False
89bcaa9b-9403-4e0d-b44a-150f94850fff,59,Other,South Sharonton,True,1,False,False,"['Amazon Fresh', 'Home & Kitchen', 'Prime Video', 'Fashion']",2022-10-17,"['Free Two-Day Shipping', 'Prime Gaming', 'Amazon Fresh', 'Prime Video', 'Prime Music', 'Prime Reading']",4523,False,True,False
ff687562-45b8-41a5-acac-05c0bddf3cb6,57,F,Jacquelinefort,True,5,False,False,"['Amazon Fresh', 'Amazon Basics', 'Fashion', 'Home & Kitchen']",2022-10-17,"['Prime Reading', 'Prime Gaming', 'Prime Video', 'Prime Music', 'Free Two-Day Shipping', 'Amazon Fresh']",3039,False,False,False
bef40ffc-551d-4362-b76f-771202ab3b2c,62,Other,Christinehaven,True,2,False,False,"['Electronics', 'Books & Kindle', 'Amazon Fresh']",2022-11-09,"['Prime Gaming', 'Amazon Fresh']",1007,False,False,True
2152501a-f0f1-4681-85b4-76741fdfe1ef,35,Other,East Jonathan,True,6,True,False,"['Home & Kitchen', 'Prime Video']",2020-02-29,"['Free Two-Day Shipping', 'Prime Reading', 'Prime Gaming']",3300,False,False,False
a436d1ae-3f49-4749-8a29-110d07256944,42,Other,Lake Valerieshire,True,5,False,True,"['Books & Kindle', 'Amazon Basics']",2024-09-15,"['Prime Gaming', 'Prime Reading', 'Prime Video']",3770,False,False,False
48aa59b5-fee6-4cce-b762-0560d48b5da6,51,M,New Bradleyside,True,1,False,False,"['Amazon Fresh', 'Amazon Basics', 'Home & Kitchen']",2020-01-09,"['Prime Gaming', 'Prime Music', 'Prime Reading', 'Amazon Fresh', 'Prime Video', 'Free Two-Day Shipping']",4451,True,False,False
19bb0b82-7b11-4adf-878c-0e7e06f10ff2,48,M,New Stephen,True,9,True,False,"['Prime Video', 'Books & Kindle']",2018-05-16,"['Free Two-Day Shipping', 'Amazon Fresh', 'Prime Gaming', 'Prime Music', 'Prime Video', 'Prime Reading']",3416,False,False,False
d2ca5409-9e40-409f-a97c-2ced8accae46,57,M,Johnsonstad,True,8,False,False,"['Home & Kitchen', 'Fashion']",2022-10-06,"['Amazon Fresh', 'Prime Video', 'Prime Music']",2800,False,False,False
6aaa8293-e903-4110-96b5-919955b90cff,60,F,East David,True,10,True,False,"['Amazon Basics', 'Amazon Fresh', 'Prime Video', 'Books & Kindle']",2021-01-14,"['Free Two-Day Shipping', 'Prime Gaming']",1948,False,False,True
ddc66015-f1fb-434b-8b80-99ccb9f7d1e1,24,Other,Boonemouth,True,10,True,False,"['Home & Kitchen', 'Electronics', 'Prime Video']",2019-11-06,"['Free Two-Day Shipping', 'Prime Gaming', 'Prime Music', 'Prime Reading', 'Amazon Fresh', 'Prime Video']",1407,True,True,False
6de72a19-0f38-4338-bcc7-48510e4c0f2f,26,Other,Briantown,True,7,False,True,"['Amazon Basics', 'Amazon Fresh', 'Home & Kitchen', 'Books & Kindle']",2018-11-22,"['Prime Music', 'Prime Reading', 'Prime Gaming', 'Amazon Fresh']",298,True,False,False
1493d628-f207-48d4-b17e-dcf1ff4c2b17,37,M,Rebeccaville,True,8,False,False,"['Amazon Fresh', 'Home & Kitchen', 'Amazon Basics', 'Prime Video']",2018-01-30,"['Amazon Fresh', 'Prime Music', 'Free Two-Day Shipping', 'Prime Video', 'Prime Gaming']",2195,False,False,False
cb73ca2b-0b86-4c84-9fc7-27500105af4c,50,F,Port Josephfurt,False,0,False,False,"['Fashion', 'Amazon Fresh']",2021-09-01,[],4320,True,True,False
febcbbd8-2161-4e0a-81ef-382cf505d556,20,Other,Hatfieldport,True,10,False,True,"['Amazon Fresh', 'Books & Kindle', 'Electronics']",2021-07-09,"['Prime Reading', 'Prime Video']",4194,False,False,True
6e4514c7-7464-496f-a6fc-45bca1c927d6,35,M,Michelleshire,True,6,True,False,"['Electronics', 'Amazon Fresh', 'Books & Kindle']",2023-06-05,"['Prime Video', 'Free Two-Day Shipping', 'Amazon Fresh', 'Prime Music', 'Prime Reading', 'Prime Gaming']",4169,False,True,False
0ca8e8e5-e9f7-4318-aacd-02a76d488e61,36,M,Jessicashire,True,0,False,False,"['Home & Kitchen', 'Electronics', 'Fashion', 'Amazon Basics']",2019-01-15,"['Prime Gaming', 'Free Two-Day Shipping']",4209,False,False,False
5a46a74d-f869-4d12-bad8-eba23637680f,62,M,Yvonneshire,False,0,False,False,"['Amazon Basics', 'Prime Video', 'Home & Kitchen']",2022-04-09,[],3554,False,False,False
8a749b50-2d65-4338-b168-f450ee94b083,23,F,West Rhonda,True,3,False,False,"['Books & Kindle', 'Amazon Fresh']",2023-03-21,"['Prime Gaming', 'Prime Video']",4987,True,True,False
d920ff2e-952b-4c0d-b2c8-80aaf3e82635,19,Other,Port Kathleenhaven,True,4,False,True,"['Home & Kitchen', 'Amazon Fresh', 'Prime Video']",2024-03-22,"['Prime Music', 'Prime Reading', 'Prime Gaming', 'Prime Video', 'Free Two-Day Shipping', 'Amazon Fresh']",3208,False,False,False
ca3f2ef4-b466-49c7-bbf1-1945e05333a5,36,M,Lake Michelle,True,5,False,True,"['Fashion', 'Amazon Fresh', 'Home & Kitchen', 'Electronics']",2019-02-04,"['Prime Reading', 'Prime Gaming']",1396,True,False,False
c80d9204-9395-4569-84ff-79b94517c44c,56,M,Michaelborough,True,8,True,True,"['Home & Kitchen', 'Prime Video', 'Fashion', 'Amazon Basics']",2019-06-25,"['Prime Music', 'Prime Reading', 'Prime Video', 'Prime Gaming', 'Amazon Fresh', 'Free Two-Day Shipping']",1250,False,False,False
4cf376e6-eb4e-43ee-8923-8627feb26817,27,M,Grantfort,False,0,False,False,"['Amazon Fresh', 'Electronics']",2022-08-14,[],1499,False,False,False
ae340da7-a36a-4d4a-9f26-1440d2762441,37,M,Jefferyhaven,True,2,False,True,"['Home & Kitchen', 'Amazon Basics', 'Books & Kindle']",2020-03-29,"['Free Two-Day Shipping', 'Prime Video', 'Prime Music', 'Amazon Fresh', 'Prime Gaming', 'Prime Reading']",1480,True,True,False
16a0b2c2-b6c8-4d73-955e-39a5708811e7,19,F,Calderonshire,True,10,False,False,"['Fashion', 'Books & Kindle', 'Prime Video']",2024-03-28,"['Prime Video', 'Prime Reading']",3085,True,False,False
fb01e5fb-e07e-4605-8574-817a7563bb31,55,M,South Ashley,False,0,False,False,"['Amazon Basics', 'Electronics', 'Books & Kindle', 'Home & Kitchen']",2024-06-21,[],384,True,True,False
fed83254-2567-4cdb-931b-b7eaca47e1d2,32,F,Popemouth,False,0,True,False,"['Amazon Basics', 'Amazon Fresh', 'Books & Kindle']",2021-01-31,[],4884,False,False,False
e162e5b8-0b38-4be6-a416-64e12324bb3b,41,Other,Danielletown,True,8,False,False,"['Amazon Fresh', 'Prime Video']",2018-12-18,"['Prime Gaming', 'Prime Reading', 'Prime Music', 'Prime Video', 'Free Two-Day Shipping']",752,True,False,True
e433818d-ceba-4c55-b2db-447e12e9e32e,53,M,South Shelly,False,0,False,False,"['Home & Kitchen', 'Amazon Fresh', 'Fashion', 'Amazon Basics']",2024-07-13,[],3626,False,False,False
75fc4705-e7c1-402f-b240-9fb666539a3b,46,Other,Caldwellland,False,0,True,True,"['Prime Video', 'Books & Kindle']",2020-02-04,[],774,False,True,False
1f86713b-fa06-4d7c-826a-aba1269d090e,21,F,Port Jeff,False,0,True,False,"['Electronics', 'Prime Video', 'Amazon Basics', 'Fashion']",2021-08-25,[],1407,False,False,False
bf037077-7f28-4456-944c-65f33f074410,55,Other,Lake Brandy,True,10,False,True,"['Home & Kitchen', 'Books & Kindle', 'Amazon Basics', 'Electronics']",2020-06-29,"['Prime Reading', 'Amazon Fresh', 'Prime Video', 'Free Two-Day Shipping', 'Prime Music', 'Prime Gaming']",2904,True,True,False
3a5c2fb4-45d9-4058-a34f-8a624186b785,42,M,Morganfort,False,0,False,False,"['Amazon Basics', 'Home & Kitchen', 'Prime Video']",2024-03-29,[],4598,False,False,False
943732cf-079e-4c3f-a21d-7bc1fc84386c,50,Other,Port Patriciaton,False,0,True,False,"['Fashion', 'Amazon Basics']",2018-08-29,[],4253,False,False,False
3f4918e3-bdb5-4190-a337-106c98d6ba20,63,F,Port Sarah,False,0,False,False,"['Amazon Fresh', 'Books & Kindle', 'Home & Kitchen', 'Prime Video']",2020-12-26,[],4300,False,False,False
e1e61568-5f72-4360-8592-95614e0e0953,26,F,Morrisonhaven,True,0,True,False,"['Fashion', 'Prime Video']",2022-10-21,"['Free Two-Day Shipping', 'Prime Video']",3352,True,False,True
857fb585-55e0-447f-9799-f65e92077a55,42,F,West Katherineshire,False,0,False,False,"['Amazon Basics', 'Fashion', 'Electronics']",2020-12-29,[],1741,False,True,False
4518effb-6743-4747-acb3-de3cf1ab3dc5,27,M,Garciaport,False,0,True,False,"['Amazon Basics', 'Electronics', 'Prime Video']",2018-01-04,[],831,False,False,False
31ac1524-5d24-4f18-9e79-31956e2b7bca,46,F,Deniseside,True,10,True,False,"['Amazon Basics', 'Fashion']",2018-10-21,"['Amazon Fresh', 'Prime Video', 'Prime Reading']",965,False,False,False
67e3d43e-a5a9-4418-ac7c-bfc20c7c070e,36,F,Port Jessica,False,0,False,False,"['Books & Kindle', 'Prime Video']",2020-10-18,[],2875,False,False,False
346ddd36-e701-4f85-a522-548f23d00100,53,Other,Bryanmouth,True,10,False,False,"['Home & Kitchen', 'Fashion', 'Amazon Basics', 'Prime Video']",2024-10-31,"['Free Two-Day Shipping', 'Amazon Fresh', 'Prime Reading']",3940,True,False,True
7ff653e5-f65e-4b99-9e48-c91b48356bf8,40,F,West Jacqueline,True,4,False,True,"['Fashion', 'Books & Kindle', 'Prime Video', 'Home & Kitchen']",2024-08-17,"['Free Two-Day Shipping', 'Prime Gaming', 'Prime Reading']",4378,True,False,False
a0e40f80-5e58-4978-bd8a-b368a1ee0471,33,M,South Douglas,True,2,False,True,"['Prime Video', 'Electronics', 'Amazon Fresh', 'Home & Kitchen']",2020-12-21,"['Amazon Fresh', 'Prime Music', 'Free Two-Day Shipping', 'Prime Gaming']",566,True,False,False
a949870c-002f-4dfb-846e-384590ae529c,63,Other,Warnermouth,False,0,False,False,"['Fashion', 'Prime Video', 'Amazon Basics', 'Electronics']",2019-11-13,[],2993,False,True,False
dcc12eef-a7c8-4129-8679-b41b20b21e37,66,M,Matthewborough,True,5,True,True,"['Home & Kitchen', 'Amazon Basics', 'Books & Kindle', 'Amazon Fresh']",2020-12-08,"['Prime Reading', 'Prime Video']",1268,False,False,True
5bb29b49-f7e9-4d81-8297-69bcc13f0069,21,F,Lake Patriciaborough,False,0,False,True,"['Books & Kindle', 'Amazon Fresh', 'Electronics']",2018-08-17,[],1206,False,False,False
48a54da4-7eb9-4cc9-acd2-9f8b80f3ff31,21,M,Millerstad,False,0,False,False,"['Amazon Fresh', 'Prime Video']",2020-05-22,[],1640,False,False,False
65d4a165-120c-4ea1-bd93-796fead0b2c0,57,Other,South Nicholas,True,0,True,False,"['Prime Video', 'Electronics', 'Amazon Fresh', 'Home & Kitchen']",2018-05-08,"['Amazon Fresh', 'Prime Music', 'Prime Reading', 'Prime Gaming', 'Free Two-Day Shipping', 'Prime Video']",4085,False,False,False
7daafeae-bc1a-4832-a595-c1c385c54869,23,Other,West Melanie,True,0,False,False,"['Amazon Basics', 'Fashion', 'Electronics', 'Amazon Fresh']",2020-04-04,"['Prime Video', 'Prime Gaming', 'Prime Reading', 'Amazon Fresh']",1154,False,False,False
4b863a42-68bd-472d-88f5-f9aca51f084d,22,M,Josephview,False,0,True,False,"['Home & Kitchen', 'Books & Kindle']",2020-03-30,[],3713,True,False,True
ad80c749-8bd3-4f93-8666-cbcf53e19a67,56,M,East Joanmouth,True,1,False,False,"['Electronics', 'Prime Video']",2020-10-18,"['Free Two-Day Shipping', 'Prime Reading', 'Prime Music']",365,False,False,False
b1065d16-91fa-43dc-8bd5-dde75158169a,62,M,North James,False,0,False,True,"['Prime Video', 'Electronics', 'Books & Kindle', 'Fashion']",2020-06-22,[],4847,False,False,False
ea54cf24-4e6d-4978-a3aa-1d1202c8a05a,28,Other,South Angelashire,True,9,False,True,"['Books & Kindle', 'Amazon Fresh', 'Prime Video']",2024-03-24,"['Prime Gaming', 'Prime Reading', 'Prime Video', 'Amazon Fresh', 'Free Two-Day Shipping', 'Prime Music']",2029,False,True,False
a2dd24bd-618f-49d6-811e-40907ef4227b,54,F,Phammouth,True,4,False,True,"['Fashion', 'Amazon Basics']",2023-04-20,"['Prime Reading', 'Prime Gaming', 'Prime Video', 'Prime Music', 'Amazon Fresh']",1445,False,False,True
d8311f5d-d11a-402b-aaed-199eca8d7ec6,47,Other,North Derricktown,True,1,True,True,"['Amazon Fresh', 'Electronics']",2019-08-23,"['Prime Reading', 'Free Two-Day Shipping', 'Prime Video']",3566,True,False,False
87138ae7-c3c6-49b8-ac1d-7e4812acfc9c,55,Other,North Michaelton,False,0,False,False,"['Prime Video', 'Home & Kitchen', 'Books & Kindle']",2023-04-25,[],3509,False,True,False
c1f058f7-6121-45f3-8e64-97ca3a8e0ee8,51,F,Lake Williammouth,False,0,False,False,"['Electronics', 'Prime Video']",2019-12-24,[],3462,True,False,False
fc4b758a-e636-496b-874f-4f9123cec85d,50,F,Mooreton,False,0,True,False,"['Amazon Fresh', 'Fashion', 'Electronics', 'Books & Kindle']",2023-04-27,[],2358,False,False,False
8fb54a18-653a-4365-9344-37b922c96377,61,Other,Cooktown,False,0,True,True,"['Books & Kindle', 'Home & Kitchen', 'Amazon Basics']",2022-05-03,[],4146,False,False,False
a7e3135b-b608-4786-98f0-bd1fb8fbff21,57,Other,North Dawnport,True,8,True,False,"['Books & Kindle', 'Amazon Basics', 'Home & Kitchen']",2018-02-16,"['Prime Gaming', 'Free Two-Day Shipping', 'Prime Reading', 'Amazon Fresh']",2729,False,True,False
966cfa36-9ae3-43e2-a263-1c1260cb085f,43,F,Hillville,True,6,True,False,"['Home & Kitchen', 'Fashion', 'Amazon Basics']",2019-09-15,"['Prime Video', 'Free Two-Day Shipping', 'Prime Reading', 'Prime Music', 'Prime Gaming', 'Amazon Fresh']",931,False,False,False
744c1dac-e1dd-4d21-9963-69a8d1c7cbe3,33,M,Knappville,True,3,False,False,"['Books & Kindle', 'Home & Kitchen', 'Fashion']",2020-11-11,"['Prime Video', 'Amazon Fresh']",2361,False,False,False
e1f92a41-7f64-43a5-9664-72f9e0683b2f,63,F,Welchmouth,False,0,False,True,"['Prime Video', 'Books & Kindle', 'Electronics', 'Fashion']",2020-04-05,[],1474,False,False,False
f350b9a6-acff-40df-94d8-eccd13a806a6,46,Other,North Amy,False,0,True,True,"['Home & Kitchen', 'Amazon Fresh', 'Books & Kindle']",2018-10-15,[],1994,False,False,False
d61bda89-497b-44e5-b861-f37c51eb081b,19,F,Houstonland,False,0,False,False,"['Prime Video', 'Books & Kindle', 'Amazon Fresh', 'Amazon Basics']",2024-02-06,[],4277,True,False,False
dfccbcd9-c38a-4201-9419-a62bd3ced5cf,60,Other,Katherinetown,True,0,True,True,"['Books & Kindle', 'Amazon Fresh', 'Fashion', 'Home & Kitchen']",2019-04-29,"['Prime Video', 'Prime Gaming', 'Prime Music', 'Prime Reading']",1999,False,False,False
2df35ddc-7a83-45bf-a7ad-52cbbdf3628b,19,M,East Andrew,False,0,False,True,"['Fashion', 'Amazon Basics', 'Books & Kindle']",2019-11-15,[],2539,False,False,False
8c32610a-1c8c-4117-85c1-b45bfd1243e2,46,Other,Catherinehaven,True,7,False,False,"['Amazon Basics', 'Fashion', 'Home & Kitchen']",2018-06-07,"['Amazon Fresh', 'Prime Gaming']",4634,False,False,False
cfeda928-5fbd-4153-9a20-abd1191bbf12,19,Other,South Kevin,False,0,False,False,"['Fashion', 'Amazon Basics', 'Home & Kitchen']",2022-10-24,[],3042,False,False,False
191055cd-0d8c-4b60-8707-b6e331e99cc7,38,Other,New Brianna,True,3,False,True,"['Amazon Fresh', 'Home & Kitchen', 'Fashion']",2019-02-21,"['Prime Music', 'Prime Video']",185,False,False,False
b3dadd21-f516-41db-9b0a-991d30d37f6a,33,Other,Josephborough,True,5,False,False,"['Prime Video', 'Books & Kindle', 'Electronics']",2024-04-04,"['Prime Reading', 'Prime Gaming', 'Prime Video', 'Prime Music', 'Free Two-Day Shipping']",2156,False,False,False
78aed4a0-0867-482d-a1fd-0373e7a63783,29,F,West Laurafurt,True,9,False,True,"['Books & Kindle', 'Home & Kitchen', 'Fashion']",2020-10-27,"['Prime Video', 'Amazon Fresh', 'Prime Reading', 'Free Two-Day Shipping']",2565,False,False,False
e6f38ea8-0019-411d-9d4c-1c8bc2b67c1d,55,M,Lewismouth,False,0,False,False,"['Amazon Basics', 'Fashion', 'Amazon Fresh']",2018-05-16,[],4958,False,True,True
af177538-0aa1-4aeb-a4cd-3e72a27576de,58,Other,Dawnmouth,False,0,True,True,"['Amazon Fresh', 'Books & Kindle']",2024-03-07,[],1004,False,False,False
f70dfac2-45ac-40c3-8e37-16251315fdf2,39,F,Phillipsland,True,8,False,False,"['Fashion', 'Electronics', 'Amazon Fresh', 'Home & Kitchen']",2023-01-01,"['Prime Reading', 'Amazon Fresh', 'Prime Gaming', 'Free Two-Day Shipping']",2213,False,False,False
860a44c0-c9e7-408a-b17f-dd268d86316c,19,M,Jacquelinefurt,False,0,False,False,"['Home & Kitchen', 'Fashion', 'Amazon Basics']",2020-11-26,[],752,False,False,True
8d4b1ba8-0f76-47c0-b12e-535cdf013fdc,70,M,Lake Danielmouth,True,5,False,True,"['Amazon Basics', 'Home & Kitchen']",2021-09-19,"['Prime Video', 'Free Two-Day Shipping', 'Prime Gaming', 'Prime Music']",2294,False,False,False
14476d9e-c6b8-4a04-bcc8-f705db8a60e9,58,F,West Andrew,False,0,True,False,"['Home & Kitchen', 'Fashion', 'Electronics']",2021-12-31,[],2710,False,False,False
